nct_id,study_title,phase_clean,status,intervention_name,intervention_type,mechanism_class,sponsor,conditions,start_date,primary_completion_date,source_link
NCT06221969,A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Tirzepatide in People With Type 2 Diabetes Treated With Metformin With or Without an SGLT2 Inhibitor,Unknown,ACTIVE_NOT_RECRUITING,"Cagrilintide, Semaglutide, Tirzepatide","DRUG, DRUG, DRUG",Other,Novo Nordisk A/S,['Type 2 Diabetes'],2024-01-16,2026-02-20,https://clinicaltrials.gov/study/NCT06221969
NCT06937060,Effect of Semaglutide in Patients With Psoriasis and Obesity,Unknown,RECRUITING,semaglutide,BIOLOGICAL,Other,The University of Hong Kong,"['Psoriasis (PsO)', 'Obesity and Overweight']",2025-03-20,2026-07-31,https://clinicaltrials.gov/study/NCT06937060
NCT07094568,Tirzepatide vs Liraglutide in Bone,Unknown,RECRUITING,,,Unknown,National and Kapodistrian University of Athens,['Obesity (Disorder)'],2025-05-23,2026-07-30,https://clinicaltrials.gov/study/NCT07094568
NCT07203677,Comparative Effectiveness of Tirzepatide Versus Sitagliptin in Individuals at Cardiovascular Risk (TIRZSITA-CVOT),Unknown,COMPLETED,"Initiation of tirzepatide, Initiation of sitagliptin","DRUG, DRUG",Other,Brigham and Women's Hospital,"['Type2 Diabetes Mellitus', 'Atherosclerotic Cardiovascular Disease']",2025-09-19,2025-10-15,https://clinicaltrials.gov/study/NCT07203677
NCT06515418,Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over,Unknown,TERMINATED,"Oral Azelaprag (BGE-105), Oral Placebo for Azelaprag (BGE-105), Tirzepatide, Tirzepatide Placebo","DRUG, DRUG, DRUG, DRUG",Other,"BioAge Labs, Inc.",['Obesity'],2024-06-27,2025-02-06,https://clinicaltrials.gov/study/NCT06515418
NCT07046819,Tirzepatide in MetALD,Unknown,NOT_YET_RECRUITING,"Tirzepatide, Placebo","DRUG, OTHER",Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),"['Metabolic Alcohol-associated Liver Disease', 'Alcohol Use Disorder']",2025-12-10,2026-07-30,https://clinicaltrials.gov/study/NCT07046819
NCT04847557,A Study of Tirzepatide (LY3298176) in Participants With Heart Failure With Preserved Ejection Fraction (HFpEF) and Obesity: The SUMMIT Trial,Unknown,COMPLETED,"Tirzepatide, Placebo","DRUG, OTHER",Other,Eli Lilly and Company,"['Obesity', 'Heart Failure With Preserved Ejection Fraction (HFpEF)']",2021-04-20,2024-07-02,https://clinicaltrials.gov/study/NCT04847557
NCT06857942,A Study to Investigate the Effectiveness of Tirzepatide (LY3298176) Following Initiation of Ixekizumab (LY2439821) in Participants With Moderate-to-Severe Plaque PsO and Obesity or Overweight in Clinical Practice (TOGETHER AMPLIFY-PsO),Unknown,RECRUITING,Tirzepatide,DRUG,Other,Eli Lilly and Company,"['Psoriasis', 'Overweight or Obesity']",2025-03-19,2028-05,https://clinicaltrials.gov/study/NCT06857942
NCT03311724,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes,Unknown,COMPLETED,"Tirzepatide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes'],2017-10-19,2018-04-24,https://clinicaltrials.gov/study/NCT03311724
NCT03861039,A Long-term Safety Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes,Unknown,COMPLETED,"Tirzepatide, Oral antihyperglycemic medication (OAM)","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2019-03-30,2021-01-26,https://clinicaltrials.gov/study/NCT03861039
NCT07228741,Resistance Exercise and Incretin Mimetic for Cardiometabolic Health in Survivors of ALL With Obesity,Unknown,NOT_YET_RECRUITING,"Tirzepatide, Resistance Exercise, Lifestyle Counseling","DRUG, BEHAVIORAL, BEHAVIORAL",Other,St. Jude Children's Research Hospital,"['Acute Lymphoblastic Leukemia', 'Obesity']",2026-01,2027-11,https://clinicaltrials.gov/study/NCT07228741
NCT06759701,Pre-Surgical Tirzepatide-Assisted Weight Loss in Overweight and Obese Men With Intermediate Risk Prostate Cancer: A Pilot Feasibility Study,Phase 1,RECRUITING,Tirzepatide,DRUG,Other,M.D. Anderson Cancer Center,"['Diabetes', 'Prostate Cancer']",2025-07-02,2026-12-31,https://clinicaltrials.gov/study/NCT06759701
NCT04407234,A Study to Measure Stomach Emptying in Overweight Non-diabetic and Diabetic Participants Using Tirzepatide,Unknown,COMPLETED,"Tirzepatide, Acetaminophen","DRUG, DRUG",Other,Eli Lilly and Company,"['Overweight', 'Obesity', 'Diabetes Mellitus, Type 2']",2020-09-15,2021-01-07,https://clinicaltrials.gov/study/NCT04407234
NCT03482024,A Study of Tirzepatide (LY3298176) in Participants With Impaired Kidney Function,Unknown,COMPLETED,Tirzepatide,DRUG,Other,Eli Lilly and Company,"['Renal Insufficiency', 'End Stage Renal Disease']",2018-03-30,2019-08-19,https://clinicaltrials.gov/study/NCT03482024
NCT07096908,Tirzepatide Use in People With Obesity and Type 1 Diabetes,Unknown,NOT_YET_RECRUITING,"Tirzepatide, Placebo","DRUG, DRUG",Other,Dasman Diabetes Institute,"['Type1diabetes', 'Obesity']",2025-07-31,2028-02-25,https://clinicaltrials.gov/study/NCT07096908
NCT02759107,A Study of Tirzepatide (LY3298176) in Healthy Participants and Participants With Type 2 Diabetes (T2DM),Unknown,COMPLETED,"Tirzepatide, Placebo, Dulaglutide","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Healthy', 'Type 2 Diabetes Mellitus (T2DM)']",2016-05-11,2017-06-26,https://clinicaltrials.gov/study/NCT02759107
NCT06937099,Mirikizumab and Tirzepatide Administered in Adult Participants With Moderately to Severely Active Crohn's Disease and Obesity or Overweight,Unknown,RECRUITING,"Mirikizumab, Mirikizumab, Tirzepatide, Placebo","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"[""Crohn's Disease"", 'Obesity or Overweight']",2025-06-26,2028-05,https://clinicaltrials.gov/study/NCT06937099
NCT05433584,A Study of Tirzepatide Compared With Intensified Conventional Care in Adult Participants With Type 2 Diabetes,Unknown,ACTIVE_NOT_RECRUITING,"Tirzepatide, Antihyperglycemic medication","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes'],2022-08-01,2025-10,https://clinicaltrials.gov/study/NCT05433584
NCT05766358,Role Of Metabolic Adaptation In Weight Regain,Unknown,COMPLETED,"Intensive lifestyle change therapy, Tirzepatide","BEHAVIORAL, DRUG",Other,Pennington Biomedical Research Center,"['Weight Loss', 'Weight Gain', 'Obesity']",2022-10-06,2024-05-24,https://clinicaltrials.gov/study/NCT05766358
NCT06864026,A Study to Investigate Effectiveness of Tirzepatide Following Initiation of Ixekizumab in Participants With Active Psoriatic Arthritis and Overweight or Obesity in Clinical Practice (TOGETHER AMPLIFY-PsA),Unknown,RECRUITING,Tirzepatide,DRUG,Other,Eli Lilly and Company,"['Psoriatic Arthritis', 'Overweight or Obesity']",2025-03-06,2027-11,https://clinicaltrials.gov/study/NCT06864026
NCT03940742,A Study of Tirzepatide in Participants With Impaired Liver Function,Unknown,COMPLETED,Tirzepatide,DRUG,Other,Eli Lilly and Company,['Hepatic Insufficiency'],2019-07-22,2020-09-22,https://clinicaltrials.gov/study/NCT03940742
NCT04660643,A Study of Tirzepatide (LY3298176) in Participants With Obesity or Overweight for the Maintenance of Weight Loss,Unknown,COMPLETED,"Tirzepatide, Placebo","DRUG, OTHER",Other,Eli Lilly and Company,"['Obesity', 'Overweight']",2021-03-29,2023-04-25,https://clinicaltrials.gov/study/NCT04660643
NCT04657003,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Who Have Obesity or Are Overweight,Unknown,COMPLETED,"Tirzepatide, Placebo","DRUG, OTHER",Other,Eli Lilly and Company,"['Type 2 Diabetes', 'Overweight', 'Obesity']",2021-03-29,2023-03-16,https://clinicaltrials.gov/study/NCT04657003
NCT06916065,A Study of Eloralintide (LY3841136) and Eloralintide With Tirzepatide in Participants With Overweight or Obesity,Unknown,ACTIVE_NOT_RECRUITING,"Eloralintide and Tirzepatide, Eloralintide","DRUG, DRUG",Other,Eli Lilly and Company,"['Overweight', 'Obesity']",2025-04-09,2025-12,https://clinicaltrials.gov/study/NCT06916065
NCT06657209,Normal-weight Diabetes: Adipocyte-directed Therapy with Pioglitazone or Tirzepatide,Unknown,NOT_YET_RECRUITING,"Insulin resistance testing, OGTT, Fat biopsy, DXA scan, MRI, 1H-MRS, Tirzepatide, Pioglitazone","PROCEDURE, PROCEDURE, PROCEDURE, RADIATION, PROCEDURE, PROCEDURE, DRUG, DRUG",Other,Stanford University,"['Diabetes Mellitus, Type 2']",2024-12-15,2027-12-15,https://clinicaltrials.gov/study/NCT06657209
NCT04311411,A Study of Tirzepatide in Overweight and Very Overweight Participants,Unknown,COMPLETED,"Tirzepatide, Placebo, Liraglutide","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Obesity', 'Overweight']",2020-08-24,2022-12-16,https://clinicaltrials.gov/study/NCT04311411
NCT07257484,Tirzepatide's Role in Postmenopausal HR+ Breast Cancer Survivors,Unknown,NOT_YET_RECRUITING,Tirzepatide,DRUG,Other,Weill Medical College of Cornell University,"['Obesity (Disorder)', 'Breast Cancer']",2026-01-05,2027-07-06,https://clinicaltrials.gov/study/NCT07257484
NCT07247084,A Study of Tirzepatide (LY3298176) Compared With Standard of Care in Adult Participants With Obesity and Without Diabetes (SURMOUNT-REAL UK),Unknown,NOT_YET_RECRUITING,"Tirzepatide, Standard of Care","DRUG, OTHER",Other,Eli Lilly and Company,['Obesity'],2025-12,2029-07,https://clinicaltrials.gov/study/NCT07247084
NCT07065552,Tirzepatide in Obesity-Driven Endometrial Cancer,Phase 1,NOT_YET_RECRUITING,Tirzepatide,DRUG,Other,UNC Lineberger Comprehensive Cancer Center,"['Endometrial Cancer', 'Obesity']",2025-12,2028-07,https://clinicaltrials.gov/study/NCT07065552
NCT06451458,ECHO for Diabetes and Multiple Chronic Conditions Study,Unknown,ENROLLING_BY_INVITATION,"ECHO program for DMMC, Usual care","BEHAVIORAL, BEHAVIORAL",Other,University of New Mexico,"['Diabetes Mellitus', 'Chronic Disease']",2024-10-16,2026-09-30,https://clinicaltrials.gov/study/NCT06451458
NCT07265752,Tirzepatide for the Treatment of Cannabis Use Disorder,Unknown,NOT_YET_RECRUITING,"Tirzepatide, Placebo","DRUG, DRUG",Other,Brigham and Women's Hospital,['Cannabis Use Disorder'],2026-07-01,2028-06-30,https://clinicaltrials.gov/study/NCT07265752
NCT06901349,"A Study of Bimagrumab (LY3985863) and Tirzepatide (LY3298176), Alone or in Combination, in Participants With Obesity or Overweight With Type 2 Diabetes",Unknown,WITHDRAWN,"Bimagrumab, Tirzepatide, Bimagrumab Placebo, Tirzepatide Placebo","DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Obesity', 'Overweight']",2025-05-23,2025-06-10,https://clinicaltrials.gov/study/NCT06901349
NCT06737042,Efficacy and Safety of GZR18 Every 2 Weeks Versus Tirzepatide and Placebo in Obese or Overweight Participants,Unknown,NOT_YET_RECRUITING,"GZR18, Tirzepatide","DRUG, DRUG",Other,"Gan and Lee Pharmaceuticals, USA",['Obesity and Overweight'],2025-02-12,2026-02-09,https://clinicaltrials.gov/study/NCT06737042
NCT06635057,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes During Ramadan,Unknown,RECRUITING,Tirzepatide,DRUG,Other,Eli Lilly and Company,['Type 2 Diabetes'],2024-10-11,2026-04,https://clinicaltrials.gov/study/NCT06635057
NCT06914895,A Study of Tirzepatide (LY3298176) Compared With Placebo in Adults With Type 1 Diabetes and Obesity or Overweight,Unknown,RECRUITING,"Tirzepatide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,"['Type 1 Diabetes', 'Obesity', 'Overweight']",2025-04-25,2027-05,https://clinicaltrials.gov/study/NCT06914895
NCT06582875,Glucagon-Like Peptide-1 Receptor Agonist in ADPKD,Unknown,RECRUITING,"Tirzepatide, Placebo","DRUG, OTHER",Other,"University of Colorado, Denver","['Autosomal Dominant Polycystic Kidney', 'Obesity']",2025-03-06,2029-06-30,https://clinicaltrials.gov/study/NCT06582875
NCT06565611,A Phase 2 Study Evaluating the Co-Administration of Bremelanotide With Tirzepatide for the Treatment of Obesity,Unknown,ACTIVE_NOT_RECRUITING,"bremelanotide, tirzepatide","DRUG, DRUG",Other,"Palatin Technologies, Inc",['Obesity'],2024-08-05,2025-02-05,https://clinicaltrials.gov/study/NCT06565611
NCT06180616,Tirzepatide for the Treatment of Concurrent Type 1 Diabetes and Overweight or Obesity,Unknown,NOT_YET_RECRUITING,Tirzepatide,DRUG,Other,Royal North Shore Hospital,"['Type 1 Diabetes Mellitus', 'Overweight and Obesity']",2026-12,2028-12,https://clinicaltrials.gov/study/NCT06180616
NCT06162715,GLP-1 Receptor Agonists Post-Bariatric Surgery (GRABS) Pilot Trial,Unknown,ENROLLING_BY_INVITATION,"Tirzepatide, Standard of Care post-gastric bypass","DRUG, OTHER",Other,Vanderbilt University Medical Center,"['Severe Obesity', 'Obesity', 'BMI Greater Than 30']",2024-10-30,2027-01,https://clinicaltrials.gov/study/NCT06162715
NCT06721507,2024 Tirzepatide-Bariatric Surgery,Unknown,RECRUITING,"tirzepatide, Standard of Care","DRUG, BEHAVIORAL",Other,Marlene Starr,"['Obesity and Obesity-related Medical Conditions', 'Bariatric Surgery']",2025-03-27,2026-12-31,https://clinicaltrials.gov/study/NCT06721507
NCT06603571,"A Study to Investigate Weight Management With LY3841136 and Tirzepatide (LY3298176), Alone or in Combination, in Adult Participants With Obesity or Overweight With Type 2 Diabetes",Unknown,ACTIVE_NOT_RECRUITING,"LY3841136, Tirzepatide, Placebo","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Obesity', 'Overweight']",2024-09-20,2026-06,https://clinicaltrials.gov/study/NCT06603571
NCT07165028,A Master Protocol of Multiple Agents in Adults With Metabolic Dysfunction-Associated Steatotic Liver Disease (SYNERGY-Outcomes),Unknown,RECRUITING,"Tirzepatide, Retatrutide, Placebo","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,['Metabolic Dysfunction-Associated Steatotic Liver Disease'],2025-10-15,2030-08,https://clinicaltrials.gov/study/NCT07165028
NCT05706506,A Study of Tirzepatide (LY3298176) in Adults With Type 2 Diabetes Switching From a GLP-1 RA (SURPASS-SWITCH-2),Unknown,COMPLETED,Tirzepatide,DRUG,Other,Eli Lilly and Company,"['Type 2 Diabetes', 'Diabetes Mellitus, Type 2']",2023-03-08,2023-10-31,https://clinicaltrials.gov/study/NCT05706506
NCT07088718,Prediction of the SURPASS-CVOT Cardiovascular Outcome Trial in Healthcare Claims Data,Unknown,COMPLETED,"Tirzepatide, Dulaglutide","DRUG, DRUG",Other,Brigham and Women's Hospital,"['Type 2 Diabetes', 'Major Adverse Cardiac Events', 'Cardiovascular (CV) Risk']",2024-10-01,2025-07-30,https://clinicaltrials.gov/study/NCT07088718
NCT04039503,A Study of Tirzepatide (LY3298176) Versus Placebo in Participants With Type 2 Diabetes Inadequately Controlled on Insulin Glargine With or Without Metformin,Unknown,COMPLETED,"Tirzepatide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes'],2019-08-30,2020-12-22,https://clinicaltrials.gov/study/NCT04039503
NCT05556512,A Study of Tirzepatide (LY3298176) on the Reduction on Morbidity and Mortality in Adults With Obesity,Unknown,ACTIVE_NOT_RECRUITING,"Tirzepatide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,"['Obesity', 'Overweight']",2022-10-11,2027-10,https://clinicaltrials.gov/study/NCT05556512
NCT07191873,Tirzepatide in Idiopathic Intracranial Hypertension Trial,Unknown,NOT_YET_RECRUITING,"Tirzepatide, Tirzepatide Placebo","DRUG, DRUG",Other,Duke University,['Idiopathic Intracranial Hypertension (IIH)'],2026-02,2027-02,https://clinicaltrials.gov/study/NCT07191873
NCT06517212,Tirzepatide Weight Loss for MRD+ Early Breast Cancer,Unknown,RECRUITING,Tirzepatide,DRUG,Other,Baylor Research Institute,"['Breast Cancer', 'Breast Neoplasms', 'Breast Cancers']",2024-11-26,2029-08-31,https://clinicaltrials.gov/study/NCT06517212
NCT06533527,Holding vs. Continuing Incretin-based Therapies Before Upper Endoscopy,Unknown,COMPLETED,GLP-1 medication,DRUG,GLP-1 agonist,The Cleveland Clinic,"['Diabetes Mellitus, Type 2', 'Obesity', 'Gastroparesis']",2024-07-31,2025-05-20,https://clinicaltrials.gov/study/NCT06533527
NCT07107334,A Study to Estimate Early Clinical Efficacy Signals of GLP-1 Agonist Administration in Conjunction With Levonorgestrel Intrauterine Device in Obese Patients With Endometrioid Intraepithelial Neoplasia,Unknown,NOT_YET_RECRUITING,Glucagon-like peptide 1 receptor agonist,DRUG,Other,University of Florida,['Endometrioid Endometrial Adenocarcinoma'],2025-11,2028-11,https://clinicaltrials.gov/study/NCT07107334
NCT07095517,"Pathways, Risk Factors, and mOleculeS to Prevent Early-onset Colorectal Tumors",Unknown,NOT_YET_RECRUITING,Tirzepatide,DRUG,Other,Massachusetts General Hospital,"['Colorectal Cancer Prevention', 'Colorectal Adenoma']",2025-12-01,2026-08-31,https://clinicaltrials.gov/study/NCT07095517
NCT06374875,Fibrosis Lessens After Metabolic Surgery,Unknown,RECRUITING,"Metabolic surgery, Incretin-Based Therapy","PROCEDURE, DRUG",Other,Ali Aminian,"['Metabolic Dysfunction-associated Steatotic Liver Disease (MASLD)', 'Non-Alcoholic Fatty Liver Disease', 'Metabolic Dysfunction-Associated Steatohepatitis (MASH)', 'Liver Fibrosis', 'Obesity']",2024-07-11,2029-05-31,https://clinicaltrials.gov/study/NCT06374875
NCT06301256,Evaluate the Efficacy of TIRZEPATIDE for the Treatment of Moderate to Severe HS Hidradenitis Suppurativa,Unknown,NOT_YET_RECRUITING,TIRZEPATIDE,DRUG,Other,"Florida Academic Centers Research and Education, LLC",['Hidradenitis Suppurativa'],2024-03-11,2025-03-11,https://clinicaltrials.gov/study/NCT06301256
NCT06439277,A Study of Tirzepatide in Adolescents With Obesity and Weight-Related Comorbidities (SURMOUNT-ADOLESCENTS-2),Unknown,RECRUITING,"Tirzepatide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,"['Obesity', 'Weight Gain']",2024-06-03,2027-10,https://clinicaltrials.gov/study/NCT06439277
NCT06727331,Study of Tirzepatide for Recovery and Alcohol Use Management,Unknown,RECRUITING,"Tirzepatide, Saline Placebo","DRUG, OTHER",Other,Brigham and Women's Hospital,['Alcohol Use Disorder (AUD)'],2025-09-15,2026-05,https://clinicaltrials.gov/study/NCT06727331
NCT06901245,"Tirzepatide in PWS, HO and GNSO",Unknown,RECRUITING,Tirzepatide,DRUG,Other,Grace Kim,"['Prader-Willi Syndrome', 'Hypothalamic Obesity', 'Obesity/Therapy']",2025-05-01,2026-06,https://clinicaltrials.gov/study/NCT06901245
NCT06885736,LEAN Mass Preservation With Resistance Exercise and Protein During Semaglutide/Tirzepatide Therapy,Unknown,NOT_YET_RECRUITING,"Resistance exercise, Protein Intake, Resistance exercise + protein intake","BEHAVIORAL, DIETARY_SUPPLEMENT, COMBINATION_PRODUCT",Other,Dasman Diabetes Institute,['Obesity'],2025-08-10,2029-08-30,https://clinicaltrials.gov/study/NCT06885736
NCT06861439,GLP-1s to Enhance Lasting Optimal Weight,Unknown,ACTIVE_NOT_RECRUITING,Tirzepatide,DRUG,Other,Wake Forest University Health Sciences,['Obesity'],2025-07-07,2026-09-30,https://clinicaltrials.gov/study/NCT06861439
NCT06779929,Emulation of the Study of Tirzepatide Compared with Dulaglutide on Major Cardiovascular Events in Participants with Type 2 Diabetes (SURPASS-CVOT),Unknown,ACTIVE_NOT_RECRUITING,"Tirzepatide, Dulaglutide","DRUG, DRUG",Other,Brigham and Women's Hospital,['Type 2 Diabetes'],2024-11-01,2025-01-30,https://clinicaltrials.gov/study/NCT06779929
